Time (s),Altitude (m),Radius (m),Radial Velocity (m/s),True Anomoly (rad),Angular Velocity (rad/s)
0.0,407000.0,6785100.0,0.0,0.0,0.0011296101909869048
2000.0,406709.0953159891,6784809.095315989,-0.1561564550039389,2.259298058598429,0.0011297068824782485
4000.0,406783.725866409,6784883.725866409,0.1949705521556846,4.518729549286923,0.0011296818524917705
6000.0,406972.7897898732,6785072.789789873,-0.09509409695974795,6.777994804807463,0.0011296187205010945
8000.0,406650.9245931776,6784750.924593178,-0.07754422149419199,9.037341384187663,0.0011297257231202718
10000.0,406863.9318730263,6784963.931873026,0.1901833485246311,11.296754316925723,0.0011296546134788416
12000.0,406908.13061468117,6785008.130614681,-0.16760261237930899,13.556005085598507,0.0011296397196745734
14000.0,406632.0405264925,6784732.0405264925,0.0193523482562525,15.815399049356616,0.001129731480692074
16000.0,406931.74331645295,6785031.743316453,0.1395275571367183,18.074776662453672,0.0011296315025325543
18000.0,406820.00094107166,6784920.000941072,-0.2001205304009577,20.33403535047894,0.001129668534767582
20000.0,406655.3535722308,6784755.353572231,0.11131089330710409,22.59346499228752,0.0011297231856938778
22000.0,406969.35658457596,6785069.356584576,0.05516861924621931,24.85279978485446,0.0011296184473299892
24000.0,406728.0115276901,6784828.01152769,-0.18489962873952137,27.11208763796735,0.0011296986361134208
26000.0,406713.78497330006,6784813.7849733,0.1763127529129065,29.37153345165659,0.0011297031959106917
28000.0,406966.21850964334,6785066.218509643,-0.042661274448041284,31.630828943597756,0.0011296189612197778
30000.0,406652.68987983,6784752.68987983,-0.12553745397933097,33.89016099976761,0.0011297231878096819
32000.0,406791.7686607996,6784891.7686608,0.19870530628573024,36.14960036346788,0.0011296766957428256
34000.0,406921.52356023155,6785021.523560232,-0.13045242222635564,38.408870293182105,0.0011296333124192713
36000.0,406610.6238559466,6784710.623855947,-0.03635500720680927,40.6682517270984,0.0011297366651562852
38000.0,406869.0089052664,6784969.008905266,0.17318189810111445,42.92766434868334,0.0011296504440496302
40000.0,406844.5712571461,6784944.571257146,-0.187175878775332,45.186929326699286,0.001129658405038138
42000.0,406610.3224471258,6784710.322447126,0.06125022090232162,47.44635421454544,0.0011297362338873094
44000.0,406925.5060100453,6785025.506010045,0.10583953789438788,49.70572697386323,0.0011296311002173425
46000.0,406752.2289000256,6784852.228900026,-0.19924921044933935,51.96500955341858,0.0011296886232462571
48000.0,406650.30707533937,6784750.307075339,0.1439032508601278,54.22446234900392,0.0011297223864542053
50000.0,406946.106332873,6785046.106332873,0.01288898761847556,56.48379249240421,0.001129623709446795
52000.0,406665.1600488229,6784765.160048823,-0.16374372350505081,58.74311177864474,0.0011297170863342895
54000.0,406719.44914172124,6784819.449141721,0.1916737683846198,61.00257097393545,0.001129698829526776
56000.0,406924.3800123427,6785024.380012343,-0.08336031212046317,63.26186672713284,0.0011296304123497465
58000.0,406602.7087763166,6784702.708776317,-0.08919733304327587,65.52123377551365,0.0011297373520339864
60000.0,406799.6468959525,6784899.6468959525,0.19323787192284114,67.78067710865517,0.0011296715918138766
62000.0,406864.0779485591,6784964.077948559,-0.15986958384472882,70.0399556669821,0.0011296499602686933
64000.0,406578.28215873055,6784678.282158731,0.006479050498585964,72.29937083566392,0.001129744954762119
66000.0,406870.09148044046,6784970.09148044,0.14815084929231465,74.55878064471064,0.0011296476027240364
68000.0,406778.0534305284,6784878.053430528,-0.19821810519135288,76.81806414950144,0.0011296780740359098
70000.0,406596.3046634309,6784696.304663431,0.10025838447292658,79.0775169894604,0.0011297384207083927
72000.0,406912.2961322218,6785012.296132222,0.06731465344021098,81.33688441452298,0.0011296330176055998
74000.0,406685.54504482355,6784785.545044824,-0.18929710198653238,83.59619453500058,0.001129708347887128
76000.0,406650.7473586751,6784750.747358675,0.16974225769611007,85.85566636330525,0.0011297197580102168
78000.0,406914.76817356143,6785014.768173561,-0.02994503152769186,88.11499346880161,0.0011296316626860303
